"cell_type"	"biopsy_tissue"	"biopsy_cell_selection"	"grouping_id"	"study_id"	"hgnc_symbol"	"ensembl_gene_id"	"ensembl_version"	"p_value"	"p_value_adj"	"auc"	"pct_cells_target_cluster"	"pct_cells_other_clusters"	"avg_logFC"	"study_specific_columns"	"study_specific_columns_values"	"notes"
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"MAFB"	"ENSG00000204103"	99		5.3e-11				5.671191	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"MARCKS"	"ENSG00000277443"	99		6.2e-13				3.0005622	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"MKI67"	"ENSG00000148773"	99		4.8e-11				7.8479223	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"MNDA"	"ENSG00000163563"	99		2.28e-13				5.202744	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"MPEG1"	"ENSG00000197629"	99		9.11e-11				4.644254	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"MS4A6A"	"ENSG00000110077"	99		1.22e-41				5.845749	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"MS4A7"	"ENSG00000166927"	99		5.24e-14				5.3588104	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"MYL6"	"ENSG00000092841"	99		1.29e-10				0.76727146	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"NPC2"	"ENSG00000119655"	99		5.1e-23				2.4039888	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"PFN1"	"ENSG00000108518"	99		8.18e-12				0.9158622	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"PKM"	"ENSG00000067225"	99		1.46e-15				1.8604628	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"PPIA"	"ENSG00000196262"	99		4.51e-12				1.0280011	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"PPT1"	"ENSG00000131238"	99		1.63e-11				2.6970708	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"PSAP"	"ENSG00000197746"	99		1.7e-22				2.2243395	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"PTMS"	"ENSG00000159335"	99		7.31e-14				4.178933	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"PYCARD"	"ENSG00000103490"	99		1.36e-15				2.8200998	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"RAB31"	"ENSG00000168461"	99		9.19e-13				4.2896414	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"RAC1"	"ENSG00000136238"	99		2.99e-20				2.1463666	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"RBX1"	"ENSG00000100387"	99		2.83e-12				1.735749	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"RHOA"	"ENSG00000067560"	99		1.16e-13				1.379518	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"RNASE6"	"ENSG00000169413"	99		2.35e-14				3.137386	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"RNF130"	"ENSG00000113269"	99		4.99e-12				3.4780307	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"S100A11"	"ENSG00000163191"	99		9.18e-23				2.3429334	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"SAMHD1"	"ENSG00000101347"	99		4.75e-17				2.9089463	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"SLC25A5"	"ENSG00000005022"	99		4.23e-12				1.5061466	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"SMC4"	"ENSG00000113810"	99		1.99e-12				3.0118675	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"SPI1"	"ENSG00000066336"	99		1.98e-18				3.7982845	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"STMN1"	"ENSG00000117632"	99		5.5e-33				3.9233375	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"TGFBI"	"ENSG00000120708"	99		5.06e-19				5.836123	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"TMSB10"	"ENSG00000034510"	99		9.38e-12				0.63228303	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"TUBA1B"	"ENSG00000123416"	99		4.51e-26				2.0858963	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"TUBB"	"ENSG00000196230"	99		6.13e-19				2.1790736	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"TYMP"	"ENSG00000025708"	99		1.67e-13				2.3659418	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"TYROBP"	"ENSG00000011600"	99		1.4e-31				4.023189	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"VAMP8"	"ENSG00000118640"	99		4.4e-20				2.0336988	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"VSIG4"	"ENSG00000155659"	99		3.94e-11				6.321765	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"YBX1"	"ENSG00000065978"	99		1.61e-12				0.92120004	""	""	
"cycling DCs"	"colon"	"immune"		"JamesKR-32066951"	"YWHAH"	"ENSG00000128245"	99		3.95e-15				2.6005602	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"ACTB"	"ENSG00000075624"	99		0.000363318				0.6819418	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"ACTG1"	"ENSG00000184009"	99		0.00035009				0.84163654	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"ANP32B"	"ENSG00000136938"	99		6.09e-05				1.4737003	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"ASF1B"	"ENSG00000105011"	99		0.003176095				6.271394	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"ASPM"	"ENSG00000066279"	99		0.005580282				8.302379	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"AURKB"	"ENSG00000178999"	99		0.00028267				8.082165	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"BIRC5"	"ENSG00000089685"	99		0.000180155				7.2678533	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CALM3"	"ENSG00000160014"	99		0.001834124				1.9667169	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CARHSP1"	"ENSG00000153048"	99		6.09e-05				2.7017837	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CCL4"	"ENSG00000275302"	99		0.001447408				2.9886713	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CCL5"	"ENSG00000271503"	99		0.007397795				2.025463	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CCNA2"	"ENSG00000145386"	99		0.01229139				7.030256	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CD247"	"ENSG00000198821"	99		0.001151431				2.1396568	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CD7"	"ENSG00000173762"	99		6.37e-06				2.0069258	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CDCA8"	"ENSG00000134690"	99		0.014748091				7.3293843	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CDK1"	"ENSG00000170312"	99		0.016647493				7.110504	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CDKN3"	"ENSG00000100526"	99		0.010831321				6.310413	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CDT1"	"ENSG00000167513"	99		0.006984778				6.7926707	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CENPF"	"ENSG00000117724"	99		0.002730918				6.774252	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CENPU"	"ENSG00000151725"	99		0.011284662				5.7069345	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CFL1"	"ENSG00000172757"	99		0.000180155				0.84642345	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"CKS1B"	"ENSG00000173207"	99		0.000180155				3.9383516	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"COX8A"	"ENSG00000176340"	99		0.000221466				1.4116405	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"DEK"	"ENSG00000124795"	99		0.00035009				1.8491154	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"DTYMK"	"ENSG00000168393"	99		0.002640667				3.667206	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"DUT"	"ENSG00000128951"	99		0.000990462				2.2188106	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"ECT2"	"ENSG00000114346"	99		0.014381846				6.71144	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"ENO1"	"ENSG00000074800"	99		0.003513061				1.2590605	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"EZH2"	"ENSG00000106462"	99		0.000718347				4.376049	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"FANCI"	"ENSG00000140525"	99		0.00921117				5.7485013	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"FCER1G"	"ENSG00000158869"	99		0.000451249				3.3309753	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"FKBP1A"	"ENSG00000088832"	99		0.006870378				1.6486142	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"GAPDH"	"ENSG00000111640"	99		8.41e-06				0.8986402	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"GSTP1"	"ENSG00000084207"	99		9.15e-06				1.5749916	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"GTSE1"	"ENSG00000075218"	99		0.001849246				8.033976	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"GZMA"	"ENSG00000145649"	99		7.58e-06				3.6737318	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"H2AFV"	"ENSG00000105968"	99		3.43e-08				2.109007	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"H2AFX"	"ENSG00000188486"	99		0.000718347				3.1533482	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"H2AFY"	"ENSG00000113648"	99		0.000490864				2.443893	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"H2AFZ"	"ENSG00000164032"	99		8.94e-09				1.7099156	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"H3F3A"	"ENSG00000163041"	99		0.002949783				0.7270976	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"HIST1H4C"	"ENSG00000197061"	99		5.8e-05				2.0138018	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"HMGB1"	"ENSG00000189403"	99		3.43e-08				1.2548044	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"HMGB2"	"ENSG00000164104"	99		3.57e-11				2.280943	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"HMGN1"	"ENSG00000205581"	99		0.001363155				1.023486	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"HMGN2"	"ENSG00000198830"	99		1.34e-07				1.6735349	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"HNRNPA2B1"	"ENSG00000122566"	99		0.000314637				0.8970135	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"HNRNPAB"	"ENSG00000197451"	99		0.000683694				2.4061136	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"HOPX"	"ENSG00000171476"	99		0.000314637				3.2325401	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"IL2RB"	"ENSG00000100385"	99		0.003951236				2.9402838	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"KIF22"	"ENSG00000079616"	99		0.000304068				3.512878	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"KIFC1"	"ENSG00000237649"	99		0.002721589				7.5430317	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"KIR2DL4"	"ENSG00000189013"	99		0.005037115				5.306624	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"KLRC1"	"ENSG00000134545"	99		0.014748091				5.3119745	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"KLRD1"	"ENSG00000134539"	99		3.55e-06				4.1859074	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"LCP1"	"ENSG00000136167"	99		0.000392339				1.6105263	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"LMNB1"	"ENSG00000113368"	99		0.003513061				3.613477	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"MAD2L1"	"ENSG00000164109"	99		0.012858108				3.8992622	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"MATK"	"ENSG00000007264"	99		0.003588926				3.3835642	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"MCM7"	"ENSG00000166508"	99		6.09e-05				4.2197204	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"MKI67"	"ENSG00000148773"	99		3.51e-07				8.068454	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"MPST"	"ENSG00000128309"	99		0.010120971				2.847689	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"MYL6"	"ENSG00000092841"	99		0.006984778				0.6233228	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"NAP1L4"	"ENSG00000205531"	99		0.000342428				1.9725273	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"NKG7"	"ENSG00000105374"	99		3.38e-09				3.5953984	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"NUCKS1"	"ENSG00000069275"	99		0.000787281				1.8625662	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"NUSAP1"	"ENSG00000137804"	99		0.000722954				6.400581	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"PCNA"	"ENSG00000132646"	99		0.001142588				3.3152184	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"PFN1"	"ENSG00000108518"	99		3.51e-05				0.9404401	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"PPIA"	"ENSG00000196262"	99		0.000313696				0.92590475	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"PTMA"	"ENSG00000187514"	99		2.33e-05				0.49038318	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"PTTG1"	"ENSG00000164611"	99		0.004175441				3.3596582	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"RAC2"	"ENSG00000128340"	99		0.000451249				1.182004	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"RRM2"	"ENSG00000171848"	99		0.000167024				7.866494	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"SLC25A5"	"ENSG00000005022"	99		0.000180155				1.4221677	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"SMC2"	"ENSG00000136824"	99		0.000195914				4.292831	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"SMC4"	"ENSG00000113810"	99		8.89e-07				3.5291464	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"SPC24"	"ENSG00000161888"	99		0.011441546				8.693657	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"SRSF10"	"ENSG00000188529"	99		0.004175441				1.7729934	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"SRSF2"	"ENSG00000161547"	99		0.007397795				1.0445843	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"SRSF3"	"ENSG00000112081"	99		0.004498146				1.0121167	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"STMN1"	"ENSG00000117632"	99		2.61e-18				4.186331	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TK1"	"ENSG00000167900"	99		0.008574217				6.493343	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TMIGD2"	"ENSG00000167664"	99		0.001121284				3.345556	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TMPO"	"ENSG00000120802"	99		2.57e-05				3.0656824	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TOP2A"	"ENSG00000131747"	99		0.001666365				7.51236	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TPI1"	"ENSG00000111669"	99		0.001437848				1.3254659	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TPX2"	"ENSG00000088325"	99		0.003292024				7.6168914	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TRDC"	"ENSG00000211829"	99		0.000451249				4.935633	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TUBA1B"	"ENSG00000123416"	99		2.32e-06				1.9464735	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TUBB"	"ENSG00000196230"	99		3.57e-11				2.4007404	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"TYMS"	"ENSG00000176890"	99		1.99e-06				7.8513	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"UBB"	"ENSG00000170315"	99		0.000616125				0.73904306	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"UBE2C"	"ENSG00000175063"	99		0.001659673				7.9144025	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"UBE2T"	"ENSG00000077152"	99		0.002657492				5.4080343	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"UHRF1"	"ENSG00000276043"	99		0.006984778				7.414618	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"XCL2"	"ENSG00000143185"	99		0.006747173				4.1165395	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"YWHAH"	"ENSG00000128245"	99		0.001708521				1.9909271	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"YWHAQ"	"ENSG00000134308"	99		0.000392339				1.6370635	""	""	
"cycling gd T"	"colon"	"immune"		"JamesKR-32066951"	"ZWINT"	"ENSG00000122952"	99		0.001074885				6.811574	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"ADAM28"	"ENSG00000042980"	99		7.51e-296				2.4768977	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"AFF3"	"ENSG00000144218"	99		8.72e-272				3.3177085	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"BANK1"	"ENSG00000153064"	99		0				2.700538	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"BCL11A"	"ENSG00000119866"	99		1.87e-288				3.344081	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"BTG1"	"ENSG00000133639"	99		1.85e-283				0.49462888	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CD19"	"ENSG00000177455"	99		8.48e-193				2.637589	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CD22"	"ENSG00000012124"	99		0				3.5793648	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CD37"	"ENSG00000104894"	99		0				1.471709	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CD52"	"ENSG00000169442"	99		0				1.2106601	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CD72"	"ENSG00000137101"	99		9.17e-252				3.6983929	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CD74"	"ENSG00000019582"	99		0				1.4988434	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CD79A"	"ENSG00000105369"	99		0				1.8842348	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CD79B"	"ENSG00000007312"	99		0				2.760552	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CD83"	"ENSG00000112149"	99		0				2.318364	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"CXCR4"	"ENSG00000121966"	99		0				1.0559036	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"DRAM2"	"ENSG00000156171"	99		3.2e-194				1.8080533	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"FAM129C"	"ENSG00000167483"	99		1.37e-266				4.037157	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"FAU"	"ENSG00000149806"	99		9.2e-262				0.23901995	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"FCER2"	"ENSG00000104921"	99		0				4.4252	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"FCMR"	"ENSG00000162894"	99		3.81e-208				1.6557672	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"FCRL1"	"ENSG00000163534"	99		1.03e-202				4.0922184	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DMA"	"ENSG00000204257"	99		0				2.629234	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DMB"	"ENSG00000242574"	99		0				3.488979	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DOB"	"ENSG00000241106"	99		1.14e-240				3.128431	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DPA1"	"ENSG00000231389"	99		0				2.3357708	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DPB1"	"ENSG00000223865"	99		0				2.649167	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DQA1"	"ENSG00000196735"	99		0				2.6198952	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DQB1"	"ENSG00000179344"	99		0				2.6020298	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRA"	"ENSG00000204287"	99		0				2.7321541	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRB1"	"ENSG00000196126"	99		0				2.6462603	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRB5"	"ENSG00000198502"	99		0				2.7109647	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"HVCN1"	"ENSG00000122986"	99		0				3.6477628	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"IGHD"	"ENSG00000211898"	99		0				6.2580147	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"IGHM"	"ENSG00000211899"	99		0				2.793048	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"IL4R"	"ENSG00000077238"	99		5.58e-206				2.5634608	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"IRF8"	"ENSG00000140968"	99		0				2.7414308	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"LAPTM5"	"ENSG00000162511"	99		0				1.2178745	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"LIMD2"	"ENSG00000136490"	99		3.84e-266				1.3116705	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"LINC00926"	"ENSG00000247982"	99		0				3.9970856	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"LTB"	"ENSG00000227507"	99		4.39e-234				1.0700686	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"Mar-01"		99		3.65e-262				3.0532002	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"MEF2C"	"ENSG00000081189"	99		0				2.0750065	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"MS4A1"	"ENSG00000156738"	99		0				2.8624265	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"NCF1"	"ENSG00000158517"	99		0				1.8034337	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RCSD1"	"ENSG00000198771"	99		0				1.941096	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RNASE6"	"ENSG00000169413"	99		2.82e-255				2.9674609	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL10A"	"ENSG00000198755"	99		0				0.3295249	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL11"	"ENSG00000142676"	99		3.16e-261				0.23478873	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL12"	"ENSG00000197958"	99		0				0.28489026	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL13"	"ENSG00000167526"	99		0				0.2065275	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL13A"	"ENSG00000142541"	99		5.5e-200				0.24413493	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL15"	"ENSG00000174748"	99		0				0.2739152	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL18"	"ENSG00000063177"	99		1.54e-287				0.24485818	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL18A"	"ENSG00000105640"	99		0				0.33129287	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL19"	"ENSG00000108298"	99		1.95e-273				0.23906884	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL21"	"ENSG00000122026"	99		0				0.27059898	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL22"	"ENSG00000116251"	99		1.17e-211				0.32450062	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL23A"	"ENSG00000198242"	99		1.12e-272				0.24693818	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL26"	"ENSG00000161970"	99		3.12e-233				0.24780369	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL27"	"ENSG00000131469"	99		2.54e-192				0.28622797	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL29"	"ENSG00000162244"	99		3.53e-268				0.26616082	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL30"	"ENSG00000156482"	99		1.77e-203				0.25035986	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL32"	"ENSG00000144713"	99		1.1e-219				0.21169443	""	""	
"Follicular B cell"	"colon"	"immune"		"JamesKR-32066951"	"RPL34"	"ENSG00000109475"	99		1.59e-210				0.19883129	""	""	
